거래일자,거래시간,연료원,전력거래량(MWh)
2025-01-17,9,신재생(기타),164.491758
2025-01-17,9,신재생(태양광),3.740669
2025-01-17,9,신재생(풍력),32.169203
2025-01-17,10,LNG,275.200884
2025-01-17,10,기타,61.23562
2025-01-17,10,신재생(기타),164.352718
2025-01-17,10,신재생(태양광),17.855894
2025-01-17,10,신재생(풍력),24.91386
2025-01-17,11,LNG,233.727102
2025-01-17,11,기타,64.868054
2025-01-17,11,신재생(기타),163.731215
2025-01-17,11,신재생(태양광),64.550468
2025-01-17,11,신재생(풍력),18.275949
2025-01-17,12,LNG,167.962382
2025-01-17,12,기타,82.269977
2025-01-17,12,신재생(기타),163.732519
2025-01-17,12,신재생(태양광),156.477917
2025-01-17,12,신재생(풍력),12.682716
2025-01-17,13,LNG,99.97512
2025-01-17,13,기타,96.475388
2025-01-17,13,신재생(기타),163.997887
2025-01-17,13,신재생(태양광),204.23208
2025-01-17,13,신재생(풍력),9.427992
2025-01-17,14,LNG,99.57969
2025-01-17,14,기타,115.686747
2025-01-17,14,신재생(기타),163.44263
2025-01-17,14,신재생(태양광),209.282758
2025-01-17,14,신재생(풍력),9.090024
2025-01-17,15,LNG,84.71568
2025-01-17,15,기타,131.734516
2025-01-17,15,신재생(기타),131.881406
2025-01-17,15,신재생(태양광),219.88144
2025-01-17,15,신재생(풍력),10.258576
2025-01-17,16,LNG,101.784116
2025-01-17,16,기타,122.98526
2025-01-17,16,신재생(기타),136.048067
2025-01-17,16,신재생(태양광),178.050711
2025-01-17,16,신재생(풍력),10.861236
2025-01-17,17,LNG,230.501964
2025-01-17,17,기타,88.11636
2025-01-17,17,신재생(기타),163.788831
2025-01-17,17,신재생(태양광),77.84689
2025-01-17,17,신재생(풍력),6.923215
2025-01-17,18,LNG,347.355246
2025-01-17,18,기타,63.547382
2025-01-17,18,신재생(기타),163.973154
2025-01-17,18,신재생(태양광),10.975317
2025-01-17,18,신재생(풍력),6.561116
2025-01-17,19,LNG,371.259924
2025-01-17,19,기타,82.120246
2025-01-17,19,신재생(기타),163.854583
2025-01-17,19,신재생(태양광),2.069407
2025-01-17,19,신재생(풍력),5.042233
2025-01-17,20,LNG,380.920148
2025-01-17,20,기타,92.810664
2025-01-17,20,신재생(기타),163.912894
2025-01-17,20,신재생(태양광),3.258132
2025-01-17,20,신재생(풍력),5.838729
2025-01-17,21,LNG,380.779434
2025-01-17,21,기타,81.091281
2025-01-17,21,신재생(기타),163.911837
2025-01-17,21,신재생(태양광),2.975332
2025-01-17,21,신재생(풍력),5.28157
2025-01-17,22,LNG,380.855762
2025-01-17,22,기타,61.977595
2025-01-17,22,신재생(기타),163.723921
2025-01-17,22,신재생(태양광),1.518492
2025-01-17,22,신재생(풍력),3.459462
2025-01-17,23,LNG,325.73842
2025-01-17,23,기타,50.730439
2025-01-17,23,신재생(기타),163.757721
2025-01-17,23,신재생(태양광),0.422464
2025-01-17,23,신재생(풍력),1.646547
2025-01-17,24,LNG,321.691062
2025-01-17,24,기타,43.807864
2025-01-17,24,신재생(기타),163.792269
2025-01-17,24,신재생(태양광),0.013648
2025-01-17,24,신재생(풍력),1.447066
2025-01-18,1,LNG,320.988206
2025-01-18,1,기타,35.446672
2025-01-18,1,신재생(기타),163.805658
2025-01-18,1,신재생(태양광),0.000296
2025-01-18,1,신재생(풍력),0.96071
2025-01-18,2,LNG,255.872176
2025-01-18,2,기타,31.804169
2025-01-18,2,신재생(기타),163.77968
2025-01-18,2,신재생(태양광),0.00028
2025-01-18,2,신재생(풍력),0.866137
2025-01-18,3,LNG,241.555454
2025-01-18,3,기타,22.947409
2025-01-18,3,신재생(기타),163.888968
2025-01-18,3,신재생(태양광),0.000304
2025-01-18,3,신재생(풍력),0.538049
2025-01-18,4,LNG,241.557736
2025-01-18,4,기타,26.391329
2025-01-18,4,신재생(기타),163.785235
2025-01-18,4,신재생(태양광),0.000436
2025-01-18,4,신재생(풍력),0.746735
2025-01-18,5,LNG,241.55572
2025-01-18,5,기타,27.681321
2025-01-18,5,신재생(기타),163.815469
2025-01-18,5,신재생(태양광),0.000336
2025-01-18,5,신재생(풍력),0.768583
2025-01-18,6,LNG,241.647462
2025-01-18,6,기타,37.646762
2025-01-18,6,신재생(기타),163.833507
2025-01-18,6,신재생(태양광),0.000384
2025-01-18,6,신재생(풍력),0.616058
2025-01-18,7,LNG,246.112818
2025-01-18,7,기타,25.81332
2025-01-18,7,신재생(기타),163.788813
2025-01-18,7,신재생(태양광),0.000328
2025-01-18,7,신재생(풍력),0.60592
2025-01-18,8,LNG,275.411766
2025-01-18,8,기타,27.446413
2025-01-18,8,신재생(기타),164.127872
2025-01-18,8,신재생(태양광),1.372973
2025-01-18,8,신재생(풍력),0.593103
2025-01-18,9,LNG,250.249524
2025-01-18,9,기타,30.937956
2025-01-18,9,신재생(기타),163.908337
2025-01-18,9,신재생(태양광),34.94885
2025-01-18,9,신재생(풍력),0.384295
2025-01-18,10,LNG,204.488228
2025-01-18,10,기타,42.493622
2025-01-18,10,신재생(기타),163.966984
2025-01-18,10,신재생(태양광),99.793169
2025-01-18,10,신재생(풍력),0.333827
2025-01-18,11,LNG,100.665572
2025-01-18,11,기타,46.863426
2025-01-18,11,신재생(기타),164.002468
2025-01-18,11,신재생(태양광),141.411219
2025-01-18,11,신재생(풍력),0.065097
2025-01-18,12,LNG,99.10677
2025-01-18,12,기타,53.071191
2025-01-18,12,신재생(기타),163.955107
2025-01-18,12,신재생(태양광),183.945847
2025-01-18,12,신재생(풍력),0.104606
2025-01-18,13,LNG,72.63879
2025-01-18,13,기타,60.134204
2025-01-18,13,신재생(기타),164.032377
2025-01-18,13,신재생(태양광),190.549603
2025-01-18,13,신재생(풍력),0.962565
2025-01-18,14,LNG,97.22727
2025-01-18,14,기타,52.975728
2025-01-18,14,신재생(기타),164.067494
2025-01-18,14,신재생(태양광),155.056255
2025-01-18,14,신재생(풍력),0.363185
2025-01-18,15,LNG,109.24326
2025-01-18,15,기타,49.446541
2025-01-18,15,신재생(기타),164.035489
2025-01-18,15,신재생(태양광),144.70322
2025-01-18,15,신재생(풍력),0.089195
2025-01-18,16,LNG,149.426312
2025-01-18,16,기타,40.714808
2025-01-18,16,신재생(기타),163.94239
2025-01-18,16,신재생(태양광),113.105678
2025-01-18,16,신재생(풍력),0.028474
2025-01-18,17,LNG,270.88796
2025-01-18,17,기타,26.480562
2025-01-18,17,신재생(기타),163.992161
2025-01-18,17,신재생(태양광),50.857667
2025-01-18,17,신재생(풍력),0.021206
2025-01-18,18,LNG,322.38178
2025-01-18,18,기타,16.68634
2025-01-18,18,신재생(기타),164.057243
2025-01-18,18,신재생(태양광),10.02654
2025-01-18,18,신재생(풍력),0.032221
2025-01-18,19,LNG,321.886082
2025-01-18,19,기타,24.763083
2025-01-18,19,신재생(기타),164.130715
2025-01-18,19,신재생(태양광),2.035463
2025-01-18,19,신재생(풍력),0.02049
2025-01-18,20,LNG,334.73433
2025-01-18,20,기타,24.663682
2025-01-18,20,신재생(기타),164.13182
2025-01-18,20,신재생(태양광),3.274548
2025-01-18,20,신재생(풍력),0.036924
2025-01-18,21,LNG,341.976978
2025-01-18,21,기타,23.661448
2025-01-18,21,신재생(기타),163.998357
2025-01-18,21,신재생(태양광),2.788032
2025-01-18,21,신재생(풍력),0.09092
2025-01-18,22,LNG,330.159648
2025-01-18,22,기타,20.952216
2025-01-18,22,신재생(기타),164.076471
2025-01-18,22,신재생(태양광),1.698716
2025-01-18,22,신재생(풍력),0.054997
2025-01-18,23,LNG,317.587144
2025-01-18,23,기타,20.839175
2025-01-18,23,신재생(기타),164.11173
2025-01-18,23,신재생(태양광),0.31862
2025-01-18,23,신재생(풍력),0.079243
2025-01-18,24,LNG,317.775402
2025-01-18,24,기타,16.709722
2025-01-18,24,신재생(기타),164.09244
2025-01-18,24,신재생(태양광),0.008744
2025-01-18,24,신재생(풍력),0.109017
2025-01-19,1,LNG,295.657404
2025-01-19,1,기타,15.233026
2025-01-19,1,신재생(기타),164.261808
2025-01-19,1,신재생(태양광),0.00056
2025-01-19,1,신재생(풍력),0.072664
2025-01-19,2,LNG,241.60423
2025-01-19,2,기타,16.441466
2025-01-19,2,신재생(기타),164.314155
2025-01-19,2,신재생(태양광),0.000504
2025-01-19,2,신재생(풍력),0.091237
2025-01-19,3,LNG,241.629934
2025-01-19,3,기타,16.087391
2025-01-19,3,신재생(기타),164.213793
2025-01-19,3,신재생(태양광),0.000568
2025-01-19,3,신재생(풍력),0.062099
2025-01-19,4,LNG,241.656562
2025-01-19,4,기타,17.402912
2025-01-19,4,신재생(기타),164.104181
2025-01-19,4,신재생(태양광),0.000552
2025-01-19,4,신재생(풍력),0.108408
2025-01-19,5,LNG,220.022852
2025-01-19,5,기타,25.181389
2025-01-19,5,신재생(기타),164.161988
2025-01-19,5,신재생(태양광),0.000544
2025-01-19,5,신재생(풍력),0.218341
2025-01-19,6,LNG,218.634794
2025-01-19,6,기타,27.093287
2025-01-19,6,신재생(기타),164.029004
2025-01-19,6,신재생(태양광),0.000612
2025-01-19,6,신재생(풍력),0.243245
2025-01-19,7,LNG,239.951026
2025-01-19,7,기타,31.38777
2025-01-19,7,신재생(기타),164.070685
2025-01-19,7,신재생(태양광),0.000496
2025-01-19,7,신재생(풍력),0.264442
2025-01-19,8,LNG,241.622024
2025-01-19,8,기타,34.639896
2025-01-19,8,신재생(기타),164.081867
2025-01-19,8,신재생(태양광),0.626864
2025-01-19,8,신재생(풍력),0.087707
2025-01-19,9,LNG,239.559152
2025-01-19,9,기타,29.142352
2025-01-19,9,신재생(기타),163.974327
2025-01-19,9,신재생(태양광),35.369583
2025-01-19,9,신재생(풍력),0.005785
2025-01-19,10,LNG,153.68717
2025-01-19,10,기타,46.349508
2025-01-19,10,신재생(기타),164.038219
2025-01-19,10,신재생(태양광),129.394435
2025-01-19,10,신재생(풍력),0.00684
2025-01-19,11,LNG,71.814176
2025-01-19,11,기타,58.455437
2025-01-19,11,신재생(기타),144.02467
2025-01-19,11,신재생(태양광),205.448733
2025-01-19,11,신재생(풍력),0.01404
2025-01-19,12,LNG,70.476896
2025-01-19,12,기타,64.729693
2025-01-19,12,신재생(기타),109.241632
2025-01-19,12,신재생(태양광),231.363095
2025-01-19,12,신재생(풍력),0.01944
2025-01-19,13,LNG,70.490784
2025-01-19,13,기타,71.830448
2025-01-19,13,신재생(기타),109.296102
2025-01-19,13,신재생(태양광),229.029927
2025-01-19,13,신재생(풍력),0.061713
2025-01-19,14,LNG,70.574784
2025-01-19,14,기타,56.444618
2025-01-19,14,신재생(기타),143.933056
2025-01-19,14,신재생(태양광),183.729425
2025-01-19,14,신재생(풍력),0.20506
2025-01-19,15,LNG,74.38396
2025-01-19,15,기타,50.66458
2025-01-19,15,신재생(기타),164.02447
2025-01-19,15,신재생(태양광),141.41223
2025-01-19,15,신재생(풍력),2.577284
2025-01-19,16,LNG,124.66454
2025-01-19,16,기타,38.856119
2025-01-19,16,신재생(기타),164.024004
2025-01-19,16,신재생(태양광),99.751736
2025-01-19,16,신재생(풍력),1.765576
2025-01-19,17,LNG,217.799064
2025-01-19,17,기타,30.73281
2025-01-19,17,신재생(기타),164.019564
2025-01-19,17,신재생(태양광),64.419815
2025-01-19,17,신재생(풍력),2.194987
2025-01-19,18,LNG,241.710434
2025-01-19,18,기타,34.180073
2025-01-19,18,신재생(기타),164.142253
2025-01-19,18,신재생(태양광),12.655793
2025-01-19,18,신재생(풍력),2.84103
2025-01-19,19,LNG,270.039924
2025-01-19,19,기타,44.633114
2025-01-19,19,신재생(기타),165.257686
2025-01-19,19,신재생(태양광),1.936561
2025-01-19,19,신재생(풍력),2.562048
2025-01-19,20,LNG,281.953896
2025-01-19,20,기타,49.39321
2025-01-19,20,신재생(기타),168.001263
2025-01-19,20,신재생(태양광),3.100632
2025-01-19,20,신재생(풍력),2.666725
2025-01-19,21,LNG,282.448208
2025-01-19,21,기타,45.376607
2025-01-19,21,신재생(기타),167.676405
2025-01-19,21,신재생(태양광),2.290052
2025-01-19,21,신재생(풍력),1.480465
2025-01-19,22,LNG,279.46737
2025-01-19,22,기타,41.071696
2025-01-19,22,신재생(기타),164.127059
2025-01-19,22,신재생(태양광),1.284796
2025-01-19,22,신재생(풍력),0.848852
2025-01-19,23,LNG,280.713566
2025-01-19,23,기타,29.478715
2025-01-19,23,신재생(기타),165.122596
2025-01-19,23,신재생(태양광),0.281992
2025-01-19,23,신재생(풍력),3.093699
2025-01-19,24,LNG,267.78255
2025-01-19,24,기타,28.467925
2025-01-19,24,신재생(기타),164.120902
2025-01-19,24,신재생(태양광),0.009756
2025-01-19,24,신재생(풍력),3.450275
2025-01-20,1,LNG,226.89639
2025-01-20,1,기타,27.254406
2025-01-20,1,신재생(기타),164.100247
2025-01-20,1,신재생(태양광),0.000336
2025-01-20,1,신재생(풍력),6.699546
2025-01-20,2,LNG,218.569876
2025-01-20,2,기타,30.932709
2025-01-20,2,신재생(기타),164.077839
2025-01-20,2,신재생(태양광),0.000304
2025-01-20,2,신재생(풍력),10.014514
2025-01-20,3,LNG,218.603028
2025-01-20,3,기타,30.837629
2025-01-20,3,신재생(기타),164.096315
2025-01-20,3,신재생(태양광),0.000288
2025-01-20,3,신재생(풍력),14.088362
2025-01-20,4,LNG,218.654408
2025-01-20,4,기타,31.13658
2025-01-20,4,신재생(기타),164.148441
2025-01-20,4,신재생(태양광),0.000288
2025-01-20,4,신재생(풍력),19.015366
2025-01-20,5,LNG,218.642074
2025-01-20,5,기타,30.532677
2025-01-20,5,신재생(기타),164.147638
2025-01-20,5,신재생(태양광),0.00032
2025-01-20,5,신재생(풍력),15.533111
2025-01-20,6,LNG,218.579536
2025-01-20,6,기타,47.540131
2025-01-20,6,신재생(기타),164.09061
2025-01-20,6,신재생(태양광),0.000488
2025-01-20,6,신재생(풍력),15.691474
2025-01-20,7,LNG,239.654282
2025-01-20,7,기타,59.560791
2025-01-20,7,신재생(기타),163.952735
2025-01-20,7,신재생(태양광),0.000344
2025-01-20,7,신재생(풍력),17.458267
2025-01-20,8,LNG,244.911772
2025-01-20,8,기타,54.098453
2025-01-20,8,신재생(기타),163.934501
2025-01-20,8,신재생(태양광),0.767211
2025-01-20,8,신재생(풍력),13.823326
2025-01-20,9,LNG,253.159732
2025-01-20,9,기타,59.795232
2025-01-20,9,신재생(기타),164.023585
2025-01-20,9,신재생(태양광),27.838668
2025-01-20,9,신재생(풍력),9.96249
2025-01-20,10,LNG,165.739196
2025-01-20,10,기타,86.584751
2025-01-20,10,신재생(기타),164.178009
2025-01-20,10,신재생(태양광),99.327192
2025-01-20,10,신재생(풍력),10.84099
2025-01-20,11,LNG,114.15537
2025-01-20,11,기타,98.559873
2025-01-20,11,신재생(기타),164.175746
2025-01-20,11,신재생(태양광),171.091532
2025-01-20,11,신재생(풍력),8.013803
2025-01-20,12,LNG,77.88858
2025-01-20,12,기타,92.176589
2025-01-20,12,신재생(기타),160.32892
2025-01-20,12,신재생(태양광),230.907845
2025-01-20,12,신재생(풍력),8.956201
2025-01-20,13,LNG,77.90013
2025-01-20,13,기타,100.402287
2025-01-20,13,신재생(기타),124.135342
2025-01-20,13,신재생(태양광),237.901941
2025-01-20,13,신재생(풍력),9.641042
2025-01-20,14,LNG,77.87493
2025-01-20,14,기타,108.703962
2025-01-20,14,신재생(기타),157.966637
2025-01-20,14,신재생(태양광),210.026928
2025-01-20,14,신재생(풍력),10.563579
2025-01-20,15,LNG,81.89202
2025-01-20,15,기타,150.464755
2025-01-20,15,신재생(기타),137.284701
2025-01-20,15,신재생(태양광),187.575234
2025-01-20,15,신재생(풍력),15.553669
2025-01-20,16,LNG,105.19964
2025-01-20,16,기타,159.196745
2025-01-20,16,신재생(기타),155.673953
2025-01-20,16,신재생(태양광),122.673282
2025-01-20,16,신재생(풍력),17.556183
2025-01-20,17,LNG,155.158164
2025-01-20,17,기타,159.612004
2025-01-20,17,신재생(기타),163.868066
2025-01-20,17,신재생(태양광),48.505499
2025-01-20,17,신재생(풍력),15.366416
2025-01-20,18,LNG,222.00325
2025-01-20,18,기타,120.905002
2025-01-20,18,신재생(기타),163.839829
2025-01-20,18,신재생(태양광),9.329567
2025-01-20,18,신재생(풍력),22.477749
2025-01-20,19,LNG,263.508336
2025-01-20,19,기타,134.182596
2025-01-20,19,신재생(기타),164.04459
2025-01-20,19,신재생(태양광),2.042647
2025-01-20,19,신재생(풍력),33.811952
2025-01-20,20,LNG,327.63171
2025-01-20,20,기타,133.195918
2025-01-20,20,신재생(기타),164.181545
2025-01-20,20,신재생(태양광),3.145936
2025-01-20,20,신재생(풍력),31.425312
2025-01-20,21,LNG,366.459142
2025-01-20,21,기타,115.34001
2025-01-20,21,신재생(기타),164.226853
2025-01-20,21,신재생(태양광),2.337068
2025-01-20,21,신재생(풍력),32.219167
2025-01-20,22,LNG,278.298734
2025-01-20,22,기타,83.890902
2025-01-20,22,신재생(기타),164.17264
2025-01-20,22,신재생(태양광),1.275528
2025-01-20,22,신재생(풍력),27.848956
2025-01-20,23,LNG,243.908644
2025-01-20,23,기타,77.921436
2025-01-20,23,신재생(기타),164.258966
2025-01-20,23,신재생(태양광),0.225668
2025-01-20,23,신재생(풍력),25.167448
2025-01-20,24,LNG,243.833296
2025-01-20,24,기타,69.020737
2025-01-20,24,신재생(기타),164.172064
2025-01-20,24,신재생(태양광),0.000408
2025-01-20,24,신재생(풍력),23.567022
2025-01-21,1,LNG,240.296028
2025-01-21,1,기타,64.005331
2025-01-21,1,신재생(기타),164.163866
2025-01-21,1,신재생(태양광),0.000408
2025-01-21,1,신재생(풍력),26.956876
2025-01-21,2,LNG,236.052418
2025-01-21,2,기타,58.560371
2025-01-21,2,신재생(기타),164.24608
2025-01-21,2,신재생(태양광),0.000504
2025-01-21,2,신재생(풍력),17.201574
2025-01-21,3,LNG,236.01494
2025-01-21,3,기타,65.368448
2025-01-21,3,신재생(기타),164.186643
2025-01-21,3,신재생(태양광),0.000424
2025-01-21,3,신재생(풍력),21.867731
2025-01-21,4,LNG,236.093368
2025-01-21,4,기타,71.893391
2025-01-21,4,신재생(기타),164.191889
2025-01-21,4,신재생(태양광),0.0004
2025-01-21,4,신재생(풍력),18.042234
2025-01-21,5,LNG,236.00759
2025-01-21,5,기타,66.638992
2025-01-21,5,신재생(기타),164.119292
2025-01-21,5,신재생(태양광),0.000448
2025-01-21,5,신재생(풍력),23.109697
2025-01-21,6,LNG,236.089028
2025-01-21,6,기타,99.773261
2025-01-21,6,신재생(기타),164.233382
2025-01-21,6,신재생(태양광),0.000432
2025-01-21,6,신재생(풍력),21.425622
2025-01-21,7,LNG,254.792482
2025-01-21,7,기타,81.555127
2025-01-21,7,신재생(기타),164.135368
2025-01-21,7,신재생(태양광),0.000392
2025-01-21,7,신재생(풍력),14.9734
2025-01-21,8,LNG,313.49514
2025-01-21,8,기타,56.739811
2025-01-21,8,신재생(기타),175.377029
2025-01-21,8,신재생(태양광),1.045304
2025-01-21,8,신재생(풍력),8.26225
2025-01-21,9,LNG,323.657096
2025-01-21,9,기타,60.758273
2025-01-21,9,신재생(기타),163.815635
2025-01-21,9,신재생(태양광),35.776285
2025-01-21,9,신재생(풍력),7.026482
2025-01-21,10,LNG,226.724274
2025-01-21,10,기타,83.693407
2025-01-21,10,신재생(기타),163.957093
2025-01-21,10,신재생(태양광),124.047514
2025-01-21,10,신재생(풍력),6.636146
2025-01-21,11,LNG,93.872184
2025-01-21,11,기타,84.094827
2025-01-21,11,신재생(기타),164.064478
2025-01-21,11,신재생(태양광),207.552315
2025-01-21,11,신재생(풍력),3.075044
2025-01-21,12,LNG,62.3742
2025-01-21,12,기타,93.419076
2025-01-21,12,신재생(기타),143.7707
2025-01-21,12,신재생(태양광),259.412781
2025-01-21,12,신재생(풍력),2.259909
2025-01-21,13,LNG,57.48225
2025-01-21,13,기타,97.73929
2025-01-21,13,신재생(기타),110.004708
2025-01-21,13,신재생(태양광),277.514565
2025-01-21,13,신재생(풍력),4.094327
2025-01-21,14,LNG,57.38775
2025-01-21,14,기타,112.305758
2025-01-21,14,신재생(기타),109.894081
2025-01-21,14,신재생(태양광),270.810639
2025-01-21,14,신재생(풍력),6.113876
2025-01-21,15,LNG,62.60856
2025-01-21,15,기타,98.363466
2025-01-21,15,신재생(기타),110.024013
2025-01-21,15,신재생(태양광),238.56988
2025-01-21,15,신재생(풍력),6.123729
2025-01-21,16,LNG,116.69126
2025-01-21,16,기타,95.269089
2025-01-21,16,신재생(기타),114.867691
2025-01-21,16,신재생(태양광),178.537848
2025-01-21,16,신재생(풍력),6.383881
2025-01-21,17,LNG,231.746354
2025-01-21,17,기타,79.606285
2025-01-21,17,신재생(기타),144.115153
2025-01-21,17,신재생(태양광),87.012623
2025-01-21,17,신재생(풍력),9.623724
2025-01-21,18,LNG,358.684494
2025-01-21,18,기타,51.047449
2025-01-21,18,신재생(기타),164.065113
2025-01-21,18,신재생(태양광),13.973583
2025-01-21,18,신재생(풍력),6.838773
2025-01-21,19,LNG,376.513578
2025-01-21,19,기타,67.67314
2025-01-21,19,신재생(기타),163.941315
2025-01-21,19,신재생(태양광),2.096983
2025-01-21,19,신재생(풍력),4.415133
2025-01-21,20,LNG,380.09496
2025-01-21,20,기타,77.300426
2025-01-21,20,신재생(기타),163.98037
2025-01-21,20,신재생(태양광),3.316832
2025-01-21,20,신재생(풍력),3.708968
2025-01-21,21,LNG,380.340156
2025-01-21,21,기타,76.952344
2025-01-21,21,신재생(기타),164.103645
2025-01-21,21,신재생(태양광),2.979208
2025-01-21,21,신재생(풍력),5.495861
2025-01-21,22,LNG,380.34437
2025-01-21,22,기타,45.683508
2025-01-21,22,신재생(기타),163.966949
2025-01-21,22,신재생(태양광),2.033524
2025-01-21,22,신재생(풍력),1.118107
2025-01-21,23,LNG,380.498496
2025-01-21,23,기타,11.718092
2025-01-21,23,신재생(기타),164.105422
2025-01-21,23,신재생(태양광),0.468464
2025-01-21,23,신재생(풍력),0.94999
2025-01-21,24,LNG,380.357628
2025-01-21,24,기타,3.283336
2025-01-21,24,신재생(기타),164.163178
2025-01-21,24,신재생(태양광),0.016548
2025-01-21,24,신재생(풍력),0.840612
2025-01-22,1,LNG,323.86368
2025-01-22,1,기타,2.740257
2025-01-22,1,신재생(기타),164.126998
2025-01-22,1,신재생(태양광),0.000336
2025-01-22,1,신재생(풍력),0.429269
2025-01-22,2,LNG,255.88682
2025-01-22,2,기타,10.112568
2025-01-22,2,신재생(기타),164.116727
2025-01-22,2,신재생(태양광),0.000756
2025-01-22,2,신재생(풍력),0.506833
2025-01-22,3,LNG,237.137628
2025-01-22,3,기타,11.069975
2025-01-22,3,신재생(기타),164.048135
2025-01-22,3,신재생(태양광),0.000372
2025-01-22,3,신재생(풍력),0.712213
2025-01-22,4,LNG,236.989018
2025-01-22,4,기타,13.504101
2025-01-22,4,신재생(기타),163.959076
2025-01-22,4,신재생(태양광),0.000568
2025-01-22,4,신재생(풍력),1.705623
2025-01-22,5,LNG,241.292604
2025-01-22,5,기타,33.408044
2025-01-22,5,신재생(기타),164.032458
2025-01-22,5,신재생(태양광),0.000512
2025-01-22,5,신재생(풍력),6.937216
2025-01-22,6,LNG,241.565394
2025-01-22,6,기타,45.938254
2025-01-22,6,신재생(기타),164.058931
2025-01-22,6,신재생(태양광),0.000344
2025-01-22,6,신재생(풍력),7.209812
2025-01-22,7,LNG,250.677084
2025-01-22,7,기타,16.708346
2025-01-22,7,신재생(기타),164.206801
2025-01-22,7,신재생(태양광),0.00032
2025-01-22,7,신재생(풍력),3.787342
2025-01-22,8,LNG,282.817528
2025-01-22,8,기타,10.249819
2025-01-22,8,신재생(기타),189.462707
2025-01-22,8,신재생(태양광),1.354637
2025-01-22,8,신재생(풍력),4.589373
2025-01-22,9,LNG,282.06339
2025-01-22,9,기타,14.963919
2025-01-22,9,신재생(기타),180.814076
2025-01-22,9,신재생(태양광),26.465653
2025-01-22,9,신재생(풍력),5.140511
2025-01-22,10,LNG,227.423756
2025-01-22,10,기타,37.242604
2025-01-22,10,신재생(기타),163.987664
2025-01-22,10,신재생(태양광),94.136127
2025-01-22,10,신재생(풍력),6.671292
2025-01-22,11,LNG,189.929194
2025-01-22,11,기타,40.106707
2025-01-22,11,신재생(기타),163.721288
2025-01-22,11,신재생(태양광),110.599381
2025-01-22,11,신재생(풍력),4.070168
2025-01-22,12,LNG,95.7432
2025-01-22,12,기타,44.659609
2025-01-22,12,신재생(기타),163.799913
2025-01-22,12,신재생(태양광),129.249118
2025-01-22,12,신재생(풍력),3.35738
2025-01-22,13,LNG,77.89635
2025-01-22,13,기타,47.19438
2025-01-22,13,신재생(기타),163.614185
2025-01-22,13,신재생(태양광),146.880036
2025-01-22,13,신재생(풍력),0.336848
2025-01-22,14,LNG,95.83014
2025-01-22,14,기타,53.205856
2025-01-22,14,신재생(기타),163.776042
2025-01-22,14,신재생(태양광),171.108936
2025-01-22,14,신재생(풍력),0.011788
2025-01-22,15,LNG,103.46154
2025-01-22,15,기타,55.336899
2025-01-22,15,신재생(기타),163.690426
2025-01-22,15,신재생(태양광),178.628554
2025-01-22,15,신재생(풍력),0.02502
2025-01-22,16,LNG,169.492022
2025-01-22,16,기타,37.935619
2025-01-22,16,신재생(기타),163.781189
2025-01-22,16,신재생(태양광),108.876302
2025-01-22,16,신재생(풍력),1.15928
2025-01-22,17,LNG,277.44773
2025-01-22,17,기타,26.265286
2025-01-22,17,신재생(기타),164.021307
2025-01-22,17,신재생(태양광),49.460493
2025-01-22,17,신재생(풍력),4.719196
2025-01-22,18,LNG,361.814614
2025-01-22,18,기타,18.408793
2025-01-22,18,신재생(기타),164.025164
2025-01-22,18,신재생(태양광),9.856742
2025-01-22,18,신재생(풍력),7.936736
2025-01-22,19,LNG,375.309452
2025-01-22,19,기타,17.10673
2025-01-22,19,신재생(기타),163.997272
2025-01-22,19,신재생(태양광),1.908098
2025-01-22,19,신재생(풍력),5.724884
2025-01-22,20,LNG,378.851144
2025-01-22,20,기타,18.447448
2025-01-22,20,신재생(기타),163.983383
2025-01-22,20,신재생(태양광),2.460032
2025-01-22,20,신재생(풍력),5.115232
2025-01-22,21,LNG,379.795906
2025-01-22,21,기타,22.157372
2025-01-22,21,신재생(기타),164.174972
2025-01-22,21,신재생(태양광),1.287804
2025-01-22,21,신재생(풍력),6.696812
2025-01-22,22,LNG,337.938328
2025-01-22,22,기타,15.813131
2025-01-22,22,신재생(기타),164.168304
2025-01-22,22,신재생(태양광),0.480548
2025-01-22,22,신재생(풍력),3.161172
2025-01-22,23,LNG,322.208502
2025-01-22,23,기타,18.711392
2025-01-22,23,신재생(기타),164.234262
2025-01-22,23,신재생(태양광),0.00718
2025-01-22,23,신재생(풍력),1.340448
2025-01-22,24,LNG,321.071016
2025-01-22,24,기타,18.134816
2025-01-22,24,신재생(기타),164.123752
2025-01-22,24,신재생(태양광),0.000444
2025-01-22,24,신재생(풍력),1.852016
2025-01-23,1,LNG,273.258188
2025-01-23,1,기타,18.166358
2025-01-23,1,신재생(기타),163.987936
2025-01-23,1,신재생(태양광),0.000336
2025-01-23,1,신재생(풍력),1.357972
2025-01-23,2,LNG,251.327482
2025-01-23,2,기타,17.196613
2025-01-23,2,신재생(기타),164.083276
2025-01-23,2,신재생(태양광),0.000312
2025-01-23,2,신재생(풍력),1.451112
2025-01-23,3,LNG,251.27844
2025-01-23,3,기타,15.339388
2025-01-23,3,신재생(기타),164.052211
2025-01-23,3,신재생(태양광),0.000444
2025-01-23,3,신재생(풍력),1.653864
2025-01-23,4,LNG,227.53024
2025-01-23,4,기타,16.989162
2025-01-23,4,신재생(기타),164.052923
2025-01-23,4,신재생(태양광),0.000344
2025-01-23,4,신재생(풍력),3.80156
