날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-10-01,642.777,602.769,578.455,562.268,557.578,570.600,592.360,616.093,648.726,686.444,728.419,760.761,775.121,811.402,824.325,813.627,813.641,819.367,820.618,800.623,765.422,721.351,677.677,643.997
2024-10-02,600.933,564.145,543.327,530.554,529.922,543.922,575.965,623.120,670.919,689.909,658.028,646.757,622.563,634.604,656.940,666.611,702.219,728.067,749.850,748.987,725.863,694.953,662.236,635.278
2024-10-03,591.052,560.151,536.933,523.281,520.300,529.996,550.689,583.400,613.803,632.575,635.655,635.141,648.579,650.975,650.997,661.333,678.909,701.921,727.954,726.105,708.383,682.456,650.686,623.103
2024-10-04,579.522,550.483,530.442,518.548,518.859,534.673,566.220,603.917,622.206,642.716,646.288,638.713,620.561,634.980,653.777,673.438,709.328,743.987,760.130,752.263,731.628,702.272,673.302,638.894
2024-10-05,597.343,561.202,544.508,528.483,522.590,533.608,558.141,571.721,582.259,589.672,619.014,606.101,595.243,595.716,613.228,635.581,675.133,713.516,744.172,740.415,719.478,694.513,665.349,635.749
2024-10-06,594.938,562.997,541.860,530.405,528.551,536.294,552.973,573.995,591.330,606.401,616.962,627.041,645.145,627.183,659.188,680.686,689.341,712.680,730.957,721.562,703.173,671.802,644.500,612.189
2024-10-07,572.514,545.183,525.188,514.355,513.087,527.575,561.813,613.203,662.083,682.112,709.962,690.269,680.508,694.287,696.353,709.686,717.296,732.851,747.457,743.639,719.098,687.093,654.998,624.854
2024-10-08,582.978,551.289,533.869,524.913,524.044,535.909,567.580,609.825,627.800,633.340,631.708,621.622,614.418,638.898,661.698,680.528,704.924,728.280,749.923,744.774,721.391,693.692,666.048,633.047
2024-10-09,589.816,558.050,536.893,525.886,522.317,529.774,553.192,576.149,612.375,628.337,645.013,644.823,654.094,668.367,677.911,685.536,692.036,716.080,733.831,729.105,706.000,675.837,648.979,618.501
2024-10-10,579.056,550.301,532.538,522.210,519.396,536.652,569.648,623.796,661.870,674.867,664.261,664.053,628.830,661.860,671.335,690.814,715.290,738.423,753.818,746.282,723.580,693.428,663.974,634.794
2024-10-11,596.002,562.411,541.463,527.565,527.085,538.840,569.536,600.812,618.830,635.903,637.276,621.446,621.717,642.283,660.921,671.702,706.322,733.964,753.985,743.196,722.213,689.815,662.377,633.948
2024-10-12,591.480,558.164,536.618,523.486,521.118,533.769,555.199,566.156,563.383,583.028,587.346,587.853,594.175,602.320,627.775,640.681,671.838,707.350,735.954,728.041,708.378,678.615,650.466,620.712
2024-10-13,579.167,549.193,530.194,517.923,516.926,527.445,544.638,549.180,544.395,543.036,540.392,538.879,543.664,574.384,594.419,631.795,654.218,695.978,724.988,716.367,698.114,671.170,643.571,613.192
2024-10-14,578.647,548.527,532.104,519.204,519.509,535.883,572.320,628.905,690.095,724.172,735.530,688.560,666.306,714.540,753.401,756.754,760.423,778.603,790.229,781.356,758.042,719.943,685.488,650.698
2024-10-15,605.676,572.322,551.081,537.004,535.451,552.411,589.130,637.044,685.109,721.002,724.796,726.224,746.286,763.196,762.063,762.412,766.877,777.866,791.187,783.412,760.240,719.423,685.098,648.356
2024-10-16,601.850,566.792,543.477,528.437,528.409,544.803,582.315,626.939,673.540,689.481,684.609,683.042,680.199,689.164,731.902,729.364,744.939,768.198,784.078,778.084,753.550,720.767,688.583,655.340
2024-10-17,607.882,574.229,549.746,534.062,537.496,555.044,589.033,649.654,705.324,734.640,743.803,752.258,724.387,753.318,756.830,734.234,747.030,777.268,799.188,795.146,768.984,733.551,704.305,670.710
2024-10-18,622.681,588.918,562.081,550.249,546.665,564.755,606.264,665.812,739.855,759.292,774.270,773.676,780.559,804.201,804.324,810.633,832.218,853.088,861.079,851.726,823.410,784.884,747.164,707.970
2024-10-19,653.458,613.196,585.308,569.923,565.421,574.079,600.234,626.311,667.726,680.239,679.134,690.603,691.421,686.263,676.916,676.058,692.149,720.574,739.340,732.826,713.475,686.021,662.197,632.291
2024-10-20,593.541,559.840,535.681,523.460,522.596,532.202,547.057,568.235,586.836,604.263,609.248,601.281,596.043,612.263,607.555,613.140,643.244,677.681,703.479,694.578,683.062,657.553,631.807,606.225
2024-10-21,568.628,539.120,519.002,509.050,508.430,529.129,564.268,611.942,663.622,700.624,712.794,701.512,692.422,728.958,739.060,738.905,744.876,760.299,772.497,763.106,743.886,714.158,683.068,649.984
2024-10-22,605.798,573.295,553.283,539.000,544.146,560.174,598.984,644.981,674.494,701.505,707.879,722.773,742.854,755.090,770.317,769.186,774.059,789.818,791.242,780.082,748.506,715.827,636.220,594.228
2024-10-23,603.714,565.625,542.945,527.235,525.870,543.059,574.912,619.281,667.949,666.652,653.889,638.844,623.982,610.887,612.821,633.109,677.028,720.274,742.575,737.920,714.093,686.520,663.659,632.014
2024-10-24,590.275,554.415,533.735,522.829,521.954,538.666,576.740,601.671,602.667,597.268,582.561,566.809,552.106,572.934,593.830,625.492,678.018,722.627,743.826,734.494,716.863,687.592,662.819,635.428
2024-10-25,588.623,558.843,537.096,526.113,529.662,544.521,580.440,609.900,630.675,631.551,628.708,610.000,605.880,623.352,645.331,677.505,704.274,738.069,753.520,746.668,726.336,698.607,673.925,642.873
2024-10-26,598.255,566.615,545.452,531.743,531.644,544.001,567.816,596.236,637.315,664.169,661.629,670.984,662.203,650.744,665.733,655.672,687.163,718.003,738.566,730.285,711.330,684.202,662.112,636.724
2024-10-27,593.105,561.563,540.981,529.706,528.040,539.302,558.327,583.306,614.081,639.177,658.643,664.399,667.272,661.203,660.354,659.607,672.932,701.206,716.034,707.945,695.988,667.875,641.777,613.019
2024-10-28,572.852,541.810,521.538,510.590,512.443,531.159,563.552,621.039,664.466,687.629,675.998,687.232,661.131,667.656,667.534,675.752,695.047,722.798,737.999,728.560,708.018,680.352,657.519,630.313
2024-10-29,587.070,554.198,533.377,521.147,521.531,535.547,572.336,621.324,650.084,654.568,629.187,618.724,608.581,627.970,652.602,658.576,691.340,723.934,739.947,729.449,711.213,682.958,656.392,625.853
2024-10-30,578.431,548.199,527.041,513.271,513.364,532.006,569.560,611.380,640.622,646.753,627.781,590.713,586.920,606.192,630.510,658.663,685.643,723.002,740.700,728.859,709.046,678.129,655.913,625.379
2024-10-31,579.044,547.748,522.057,512.084,512.407,531.479,567.796,616.566,658.612,674.408,641.758,648.350,649.005,668.416,677.754,682.291,697.654,727.782,737.992,730.760,711.171,679.626,659.032,631.422
2024-11-01,589.308,554.816,533.437,520.275,520.601,534.059,573.915,628.954,684.098,719.328,737.570,738.831,734.186,738.297,730.618,722.738,731.772,745.830,741.879,736.498,716.537,686.954,664.512,637.855
2024-11-02,592.587,565.911,542.644,528.534,527.715,541.958,565.386,594.263,630.114,647.259,653.282,633.570,636.882,643.356,635.936,638.231,655.223,703.194,721.232,711.143,697.502,671.018,652.072,627.245
2024-11-03,587.934,554.734,533.984,522.837,521.666,532.338,552.390,560.722,546.051,532.003,532.199,522.753,533.328,547.054,559.709,587.163,627.919,679.340,703.711,697.953,681.279,660.057,637.463,610.735
2024-11-04,572.027,543.813,522.246,511.057,511.910,530.765,564.580,596.226,602.786,599.877,611.381,621.879,671.967,693.464,644.002,644.482,683.355,720.025,733.197,724.285,700.598,674.739,648.978,622.890
2024-11-05,584.515,547.081,527.498,515.605,515.069,529.337,562.766,601.828,641.664,660.493,628.423,600.038,567.915,587.307,596.004,612.241,658.288,707.957,728.528,719.323,700.774,674.498,651.892,625.544
2024-11-06,582.780,549.894,529.576,515.856,516.559,535.750,570.726,605.021,612.715,608.210,588.800,563.540,553.765,576.040,604.274,627.464,669.111,713.105,733.405,728.175,707.128,680.907,659.112,632.378
2024-11-07,591.919,558.262,535.070,524.083,526.849,543.470,580.799,613.446,612.939,594.020,578.605,563.591,569.074,595.867,594.232,638.686,678.852,724.000,742.088,736.252,718.351,691.051,666.364,640.087
2024-11-08,598.626,563.744,542.714,529.456,531.081,547.366,584.385,614.718,620.227,609.517,605.531,601.588,617.958,629.132,621.761,650.208,676.751,720.811,733.397,723.205,703.568,680.196,663.551,638.432
2024-11-09,595.001,559.135,538.398,527.617,525.693,536.835,564.957,578.776,586.237,607.279,575.598,597.599,603.444,602.540,602.090,628.656,653.309,697.959,710.472,702.813,687.283,665.404,645.968,623.303
2024-11-10,584.610,554.253,533.683,523.537,526.341,538.989,559.806,575.806,606.538,630.843,636.115,624.633,627.407,642.002,647.971,654.897,669.056,701.311,710.571,700.528,682.944,660.196,642.240,618.726
2024-11-11,576.391,548.302,527.392,516.347,518.194,535.823,574.976,612.434,613.934,604.203,586.689,570.236,558.058,578.902,598.438,629.367,678.014,726.119,738.753,728.771,710.325,685.041,663.041,636.137
2024-11-12,591.357,558.228,535.478,523.135,523.956,542.312,579.473,616.582,623.955,618.351,590.704,564.624,552.241,579.676,597.462,598.577,673.308,723.229,732.567,724.687,706.166,683.089,658.427,634.004
