거래일자,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2023-03-14,828395,792577,769895,759298,758560,778315,810876,795198,680621,625415,594697,573450,542435,557994,561581,572162,608642,678363,776507,844826,842405,830824,809584,784409
2023-03-15,736134,702940,685814,679354,678370,691233,717506,700917,633114,606443,584079,571101,551257,566403,582335,594189,643442,693120,735337,777876,798446,791406,772463,736593
2023-03-16,706283,682275,660482,653058,665221,690954,733447,732930,662976,625183,591910,555839,537428,547441,551326,573608,614616,682673,775204,845248,845274,829692,811019,784724
2023-03-17,733596,694954,666097,647595,648456,666661,695480,720556,698837,690873,706470,690505,694227,780056,825064,844278,854751,880302,872426,870066,842971,813859,786238,769777
2023-03-18,727144,688706,665541,660002,664853,689554,721018,693657,610839,557402,532035,514222,501292,500877,505630,516824,555339,643322,766518,842854,843039,830169,807494,802413
2023-03-19,765293,732289,708066,689939,688094,705020,724166,691148,594636,534938,505376,492215,487775,493796,502160,523013,573481,643550,745506,825741,833481,824409,809760,796812
2023-03-20,755956,727795,713718,710046,713517,726116,741872,745737,683110,682083,679058,663377,677785,682446,679702,678680,682271,717688,757083,791651,786781,765616,745041,723410
2023-03-21,674644,638199,619531,614377,613822,634566,666385,714096,770838,784824,761480,743061,710564,682975,665721,675856,681620,725288,762844,784790,772856,751806,730775,710041
2023-03-22,662309,626982,610234,598660,600537,620976,651185,682766,688988,684742,694846,675781,670357,682187,716393,734827,749182,760078,769637,779624,764236,739551,717126,692859
2023-03-23,645166,610060,589986,580834,584984,602513,632930,670576,683956,683270,653746,669593,678961,688000,664218,665911,674673,705256,741751,773354,762127,749964,738699,719884
2023-03-24,668241,635216,614943,599513,600264,616523,654880,704942,755700,732459,692826,684557,709704,741729,745389,764641,795030,817471,820001,824947,810566,788525,768788,755685
2023-03-25,711595,677296,652227,637343,645868,657775,675337,687556,699730,676892,691939,686567,684081,662712,641523,640753,667863,722848,770197,795033,789691,779582,769575,759482
2023-03-26,713462,678669,655675,643737,644996,659881,679474,681898,646380,602996,551293,478951,465812,464836,472570,488256,543526,622728,738028,830417,843830,833389,823808,800907
2023-03-27,758671,722414,707081,689151,690091,704582,737955,752442,656066,607372,569456,541452,521257,531307,535210,553664,605142,673199,784494,874992,880271,866024,846366,830661
2023-03-28,787978,755616,737052,731208,734929,755828,783100,730985,640006,608208,574746,540809,521774,530065,543154,571920,616300,668802,750586,842268,848921,834479,815602,795076
2023-03-29,746399,712315,699050,692302,697251,714147,744414,702643,625328,594033,565581,535596,519868,528268,538772,570702,618903,666369,739257,825435,838903,827597,810038,794535
2023-03-30,761759,733664,718251,711465,712366,719729,728979,726813,685885,670328,618794,588232,570303,593576,596116,613884,673413,718314,765642,798581,791811,772020,754050,736357
2023-03-31,691052,662191,646181,638811,642507,665990,698703,674878,599929,571043,544059,524656,515154,534918,553499,565128,601876,653778,716131,799540,818639,811861,797176,778193
2023-04-01,736526,701425,677568,662547,650822,651474,668859,624706,584773,566464,535896,500907,495890,509192,505156,531186,565816,629078,687286,760556,779194,771971,755087,734674
2023-04-02,690763,664739,645203,638515,641878,663899,676520,600986,523570,493462,478393,469463,466104,468384,475822,496999,523488,602417,692471,769496,775462,768416,751938,734916
2023-04-03,696599,669290,650033,640579,643525,661350,675458,640546,600331,578732,555415,528095,512408,522096,523052,541956,595910,646403,710404,772459,773038,748796,725446,705188
2023-04-04,661558,621892,596411,578208,577068,593145,619363,633611,651012,669614,680085,664775,652752,670749,670425,682359,710032,740987,754524,764679,750672,729753,700039,686177
2023-04-05,650100,615790,593205,585282,588433,601228,630336,689000,750028,773667,778353,761164,725361,716000,693773,687960,704718,726325,761943,799139,801051,786577,773888,761563
2023-04-06,719596,687519,669633,656965,656363,667731,688374,688926,684665,684751,697051,684823,651925,660225,676114,670791,701171,747438,788620,819008,811244,789139,778852,761651
2023-04-07,720589,682085,663676,653185,658133,688591,713788,668777,624199,619056,593991,562786,560465,563796,597720,640413,661769,689656,759469,835866,837784,827227,824375,816189
2023-04-08,780585,748770,733913,728337,729582,749504,753532,653955,554535,517059,510823,485985,492431,496219,503265,517373,549207,624031,728575,832566,854795,848145,840670,827899
2023-04-09,791247,761832,744372,734802,737878,751685,746270,631821,522632,493212,486189,478901,472640,473867,477711,487599,527371,604927,699478,810084,842863,837282,821989,799013
2023-04-10,751784,712889,691331,680894,681597,701306,712592,647696,596493,574970,557191,556211,534083,540818,550449,567914,608689,654782,714544,793632,807512,794333,770835,744273
2023-04-11,692781,655463,632634,618374,605347,610566,630787,616532,602069,604759,594264,574806,551505,577992,613843,643376,679288,736391,755868,765808,756368,735189,722984,699060
2023-04-12,655672,635476,622167,623525,633425,652835,675757,638360,595116,573824,546515,535356,519643,533007,539213,550784,587974,647977,713386,815643,837873,826220,812853,801482
2023-04-13,754370,721270,700432,695873,702689,722874,725189,647084,604790,570504,548668,538250,526994,541009,543485,556487,597202,652952,707304,789299,802906,783166,758293,724135
2023-04-14,669491,631129,601503,597358,601097,615210,641385,674391,708189,751503,742940,710881,749078,771437,760411,752939,754644,782493,780331,796691,777646,754775,733156,714857
2023-04-15,669732,634451,614927,605482,610945,627398,641614,656529,637039,625173,634235,577120,534926,541640,544667,547173,594147,656681,692094,755807,778134,773720,762578,752723
2023-04-16,718716,689598,656830,641586,639425,664114,661238,590426,533545,549102,522997,495526,488219,483769,489750,498404,552334,620816,691188,782999,801027,794817,781012,766531
2023-04-17,730393,699951,684815,679977,683715,703616,708149,630185,589058,566019,545884,533838,525548,539036,534907,552088,598068,650763,697350,762649,775066,747643,708298,681216
2023-04-18,634115,600910,580793,567894,561585,577272,597605,606741,600715,607898,619187,612782,615071,638138,643761,649300,678782,705350,725405,753923,744865,722146,693141,674602
2023-04-19,626317,591692,568226,557282,557998,577424,601962,633814,650149,666883,632179,619385,589107,623755,651663,659501,680496,691835,701156,740514,741073,742988,725018,712911
2023-04-20,671687,639552,619301,605781,599895,625849,631887,594311,581464,566684,554433,532439,525315,544310,562975,593313,628465,665059,699266,742593,753689,737575,716652,692517
2023-04-21,646923,605296,585106,579347,573495,591081,606803,607356,613167,604527,574743,535209,526750,542273,548498,557865,604839,656432,693328,752650,768734,758562,738962,716697
2023-04-22,674708,644183,614287,594639,591414,603934,606418,566798,527092,506713,493580,485978,481411,486403,504534,519257,577492,623858,676654,754591,765645,752360,736597,720119
2023-04-23,679968,651736,634043,621945,622640,629268,612634,560634,559117,537935,563255,534982,493487,489113,510624,542714,570597,628022,678443,720858,732195,716631,697913,679156
2023-04-24,636971,607116,590908,583208,585293,598940,629084,673734,728680,740707,742492,730762,698071,698819,695222,701271,728774,765835,795650,802903,786608,756332,730768,707910
2023-04-25,665536,633819,617773,611913,613097,630617,660516,707667,738949,763573,746537,716353,702773,709730,728063,735924,772290,819839,821437,823600,807396,779059,751013,732725
2023-04-26,715019,695884,682316,674032,679250,697469,693488,613353,581171,577280,548030,539787,537744,542714,537824,552084,575780,642724,721257,818925,846103,832141,817325,807253
2023-04-27,765585,739298,721496,710170,707796,726507,716142,617945,598832,570769,559048,538947,524710,543510,540385,550207,595907,641913,691571,779369,811971,800214,786795,766480
2023-04-28,727602,697276,667169,659802,660157,665609,649340,595396,620595,638511,606463,580316,580335,602977,611222,624962,663967,699292,713584,739292,728984,710419,691877,666646
2023-04-29,621900,591155,574078,563305,563369,572822,587961,607579,610412,636782,658701,657047,662099,677253,668169,665604,684046,718891,739271,761193,769829,765015,743106,722527
2023-04-30,694265,665637,647684,651261,650207,661481,652072,555554,504855,482884,481387,471387,467668,471251,478142,492261,531274,595185,648748,721982,757696,759776,756563,742080
2023-05-01,697313,665456,642950,628166,624575,633735,624914,562419,529946,501249,512520,502296,494582,498980,502841,511321,544158,611433,661769,724407,752836,751441,739857,723991
2023-05-02,685161,656569,639711,630963,634480,647995,642755,586009,562404,551513,546314,539909,530825,546138,555724,561637,598276,647631,690865,751675,768640,759375,740995,713811
2023-05-03,659741,628898,610518,591958,588878,596054,593509,596053,641487,686105,686962,686280,684047,707349,716462,723114,753076,770354,775127,777674,757196,728089,702098,679368
2023-05-04,648893,609570,589727,582018,574677,583120,619373,680531,738618,766677,783935,775271,744340,773004,776160,766391,754195,764468,757553,763333,744010,714830,694962,675099
2023-05-05,632246,599620,578317,561807,561134,567298,584066,610640,647455,669778,683055,683435,682005,690488,683380,676394,680419,712537,726271,735668,725520,702263,680972,656779
2023-05-06,613022,583175,566890,555606,557419,565773,579175,585921,602569,612011,588801,558261,552341,553660,544647,593857,623889,660114,681914,703003,705600,695893,677757,662817
2023-05-07,626264,594061,575707,563292,561929,568230,586830,614903,658195,681329,684463,664119,690380,664331,672930,671389,670530,685552,707618,742020,747646,728770,711828,693390
2023-05-08,652883,630497,625923,618046,618738,630275,621322,587263,576671,571322,550577,546275,540378,557321,558131,576417,608029,637634,675994,743139,778421,766327,745566,723915
2023-05-09,684355,658553,638262,629436,631489,641370,624727,575002,559574,550284,543657,531550,520754,535408,539632,556735,583641,633824,676835,733756,763447,756685,740446,719412
2023-05-10,678835,644276,621839,612648,616178,621673,602246,568370,559965,550194,546586,539061,541046,549068,549535,562242,592751,641084,679440,720377,730399,714849,695666,675524
2023-05-11,636970,604483,584162,569992,578625,601996,590587,574410,589782,576841,565261,556062,539468,565031,607148,600827,618214,657041,685698,724793,742857,729128,715652,698994
2023-05-12,660841,631271,605603,580866,571125,582989,594343,610603,633084,616527,643521,652802,616174,627032,646810,650494,654666,686835,709817,727585,722834,712366,695541,679203
2023-05-13,639992,604501,583915,571124,570184,578827,594785,596654,617323,627735,631790,634262,625244,617219,604401,597228,599796,631272,662355,700173,717730,713626,701923,690508
2023-05-14,653318,626137,607397,598112,599710,607831,575336,525574,509446,510606,512700,508567,485801,510483,527390,545329,570450,612684,648258,692788,713251,706908,688862,666478
2023-05-15,627832,598399,580303,575645,577057,586275,587981,576463,584376,619072,704036,700986,650369,652966,597802,596307,624528,655170,680089,713539,726378,709605,677236,650481
2023-05-16,612910,590136,569457,565313,575281,588825,585496,573378,582809,579074,571519,566531,557121,576694,585176,607020,643425,682981,705932,730414,731914,707262,682331,657588
2023-05-17,613822,584794,566421,556343,557886,561960,557318,588867,604989,619216,619712,597520,594095,625974,636661,664447,682535,708802,721369,740017,730567,702278,674488,645821
2023-05-18,601847,568568,553971,546415,548165,559114,595077,647045,685028,708216,690530,667368,651568,664849,667722,683902,700947,720969,727538,743467,737435,715562,685046,662987
2023-05-19,617811,587229,564243,552999,551941,563700,583388,614296,646642,655433,648722,625181,605670,614233,594716,601569,634393,669901,690543,717455,725848,711891,691404,658208
2023-05-20,613697,582177,557970,545184,546518,553228,560130,557248,564979,557784,545317,543976,550419,552953,548478,568339,618229,638893,660732,687776,705064,693665,676706,656476
2023-05-21,620977,595294,575082,554811,542146,546185,549884,544907,545232,530647,504345,517659,494309,501614,528686,561512,577203,606763,644051,677086,695445,684579,664716,646564
2023-05-22,608650,580292,551096,532897,542334,556850,560242,572728,616023,670506,679887,672861,677321,680507,653395,654307,659293,667305,673517,715899,727715,713859,691373,668130
2023-05-23,631184,597275,578364,572690,569372,575279,580041,575367,579034,576034,565513,556404,544888,560778,565870,580808,613776,659872,687452,720545,734538,719946,697422,670902
2023-05-24,633846,600720,582129,572302,575225,586360,575145,578599,600855,596563,581981,585742,642193,678591,682030,684066,681281,691789,703284,722167,723757,700544,675409,648107
2023-05-25,606719,575405,556512,542486,545992,555894,571909,574808,580576,580244,571512,566657,556227,572568,579379,614536,643222,677727,688560,717227,715442,693841,673522,647046
2023-05-26,606598,576499,553813,537090,532467,541289,565472,608007,651994,645691,631956,596781,583565,602134,627220,650057,683252,711647,715874,732094,731318,702224,675600,646736
2023-05-27,606250,570492,548383,532637,529556,537079,557181,580436,595666,613323,628265,626697,622624,623405,638539,649885,661250,680473,697690,711443,711107,688140,662344,550747
2023-05-28,597826,560993,543414,527280,526485,531419,548948,563500,582066,606260,624059,616825,605086,608751,627588,635268,660048,689051,717465,738411,738144,710872,684868,654146
2023-05-29,605922,569321,547924,533918,527831,537425,560374,589041,616049,651749,678153,642886,639303,653958,670780,692587,712737,733067,750459,767062,754666,719114,684261,648985
2023-05-30,600994,565429,545693,532736,529778,537570,574240,629735,687743,733112,751416,739893,743370,761168,752667,758612,754881,760854,766074,765806,754717,718953,682438,650901
2023-05-31,607926,572943,552492,542737,540518,551318,587583,624415,670346,698084,695887,642596,624599,632121,633145,648762,657618,700339,721380,735643,734377,707356,679780,650878
2023-06-01,607032,571442,548554,532097,529805,538791,567784,609286,663176,693902,739470,746839,748686,763809,758498,751261,738810,761001,765975,772213,761496,726211,693681,653832
2023-06-02,619182,581977,558097,542284,537754,547746,579110,631685,687588,678382,675278,659743,626367,631959,646707,661635,685208,715717,729263,742097,744704,720088,693510,671891
2023-06-03,618938,582420,558141,546078,542083,551087,559536,559120,555738,553456,549214,545507,536255,542853,548809,566373,604018,652972,691653,710722,716177,700020,674418,646641
2023-06-04,603593,567962,547336,532138,529056,527316,544658,562042,576901,564768,570440,556624,564214,562242,552068,564103,597345,649144,680091,704445,709235,686264,656969,633501
2023-06-05,591392,557277,536708,523217,519614,528305,556252,599056,643653,677481,690270,697716,687898,698879,698619,696139,703249,715601,716603,722175,717959,690498,667779,641264
2023-06-06,601796,571605,549121,536245,533521,541021,564310,591703,622080,627863,657649,661283,634019,623160,602574,590512,601559,642054,676575,695672,707350,689656,668276,640554
2023-06-07,601303,568932,545678,532104,532222,538568,552044,573515,596367,637822,639220,604409,586372,594540,616549,621968,666639,694523,708139,730816,731556,704361,675079,645176
2023-06-08,603079,569051,549212,535239,529281,537940,568649,612966,665118,700141,713804,690534,635863,656699,669893,677843,698095,702752,727922,743910,745286,719815,687413,658364
2023-06-09,612465,576035,554214,541097,538532,550334,573668,599925,637611,658308,645199,633475,623881,658146,669205,657412,678944,715581,731876,747052,742936,715164,689128,661443
2023-06-10,614019,579348,558648,542790,541005,547432,556580,559455,571925,576073,572480,569644,578396,601145,636015,650368,672440,703406,744550,753590,750875,717286,682366,658027
2023-06-11,611836,577678,554304,539322,533377,535712,548467,567019,575450,585175,571036,598839,627525,605630,612290,643155,666391,706964,727989,739818,742954,713529,678674,646248
2023-06-12,599769,566333,546606,533270,530056,539583,567989,613766,675644,687677,695885,717198,702447,712014,715067,741674,758171,753739,762076,776275,772023,735851,699714,665416
2023-06-13,620616,582444,557189,542924,538803,546718,576781,619021,673336,687810,672205,686041,694178,674037,710647,672127,741351,750880,755754,769175,764493,732244,696840,661146
2023-06-14,615065,581123,556817,540817,536742,544870,578144,623546,666493,682022,656828,636515,637311,649901,675990,687705,711345,746486,762812,779247,774927,741883,704946,671254
2023-06-15,624166,585191,561092,545523,541989,551334,575038,606570,637825,657273,655100,652201,644079,663590,672266,686015,708730,741138,758125,769553,767059,735987,702825,669512
2023-06-16,625455,588912,563001,545927,544910,553088,573542,597329,629717,664799,660046,648569,644536,669875,685620,703841,733082,743500,749032,758397,761589,730362,701085,672759
2023-06-17,626915,589977,566332,549328,544326,551047,557693,578942,579119,586518,599116,604224,602723,612028,616969,642347,687897,734092,751685,765166,762925,733133,703358,670417
2023-06-18,626018,591846,564528,547722,542659,547846,564228,583599,604932,619163,606624,602776,623277,653695,661504,666034,680128,700602,718454,733314,737534,710735,678908,645320
2023-06-19,601804,571521,549577,534022,533177,544074,568512,598604,634328,660326,665585,669264,678062,693262,721449,746531,759613,782061,786401,797438,787927,747687,708997,673073
2023-06-20,628506,592857,568642,549540,544835,555107,578859,622045,688081,754123,788512,785020,781639,803636,803827,800601,787430,806793,807386,811652,804933,762253,721191,684613
2023-06-21,635759,595221,571888,557444,549088,557890,589678,642053,702210,729659,765552,766305,754624,764991,767672,754424,749539,757905,760734,768310,763872,730039,703158,665762
2023-06-22,620804,582423,561054,544606,541922,549883,581635,613162,645820,656692,652968,658797,658067,688186,711060,733244,735822,751326,752355,767746,771265,738769,706206,675775
2023-06-23,622861,588175,562502,546169,543243,554985,577184,608946,642578,667542,675241,660399,659465,672763,691270,711333,730926,770830,777641,790668,787619,750182,717285,685554
2023-06-24,636737,601792,576960,558961,552003,558444,576136,597403,617857,628892,643472,661220,641911,636528,672384,709403,723578,740327,747263,757865,762866,735873,705093,679206
2023-06-25,632164,590559,561912,542854,532454,531494,553818,585039,613505,644542,678303,693494,693821,705261,713436,712514,719778,743893,758937,761998,755639,719803,692245,653743
2023-06-26,612886,578371,556004,545968,543369,554333,593960,660137,736978,791843,818496,836510,825358,841189,838630,840845,843586,850300,844852,847740,838616,796697,759175,719822
2023-06-27,660248,619407,595823,578798,573016,582565,615316,680788,763443,829941,860028,862950,861077,867007,858483,843994,843290,853598,855360,862093,841552,800909,757686,717544
2023-06-28,667137,629009,597809,582067,580021,588081,625305,696200,766526,815615,833675,839537,830049,847525,841837,857744,875662,886826,889295,898008,885658,840500,792495,748830
2023-06-29,685322,635924,603874,589864,585892,592632,624081,695303,775049,842890,866752,880601,873471,869220,889170,882588,891052,902745,901365,905199,891176,850787,799546,755501
2023-06-30,695523,645917,612679,598076,589461,600334,641155,715885,796245,849077,877361,882111,871851,883339,865054,855772,849885,858095,853062,857846,848689,810294,769140,735697
2023-07-01,679512,638280,606896,588838,582673,587451,612754,644484,687420,736993,757770,763881,782045,786092,761308,738073,758966,794520,822810,834271,828829,795501,758766,722290
2023-07-02,672072,633219,603116,583817,576145,582995,601591,626646,651275,680031,715543,733667,742449,758038,743125,746365,783110,827099,848909,857659,855642,821415,779831,734261
2023-07-03,676092,635841,606621,591471,583840,591752,630737,707882,787230,835999,868305,881970,885442,893492,879211,875221,872991,878246,872286,873085,861638,821635,779005,736284
2023-07-04,681001,634924,604665,583618,575308,583815,623374,685837,769030,821152,855926,859546,856783,884692,877592,881188,894595,898458,909970,919763,903397,857535,814224,768603
2023-07-05,709085,665808,629035,609823,603248,608586,644543,712279,783648,826451,823121,794186,786049,794464,793625,805254,834854,870441,880835,879123,865359,824385,776540,731451
2023-07-06,675322,630643,601799,581628,574525,588410,622023,665778,711522,771490,769505,768422,758491,779423,782698,795497,833189,864655,867068,877448,871956,829414,783486,741489
2023-07-07,684337,639682,616151,597593,592830,599482,639134,708511,790404,850439,887606,899946,893365,918122,919420,914176,911166,905891,905757,909099,898186,856170,813327,773309
2023-07-08,710498,656996,628842,611806,606669,610312,635654,683117,739854,792134,840740,845642,843411,853010,842602,831261,808968,840359,857118,866884,860730,822468,785352,750003
2023-07-09,696860,648957,616048,600317,595978,601198,622446,657172,694980,729704,778366,771125,810597,847308,821032,834306,858005,878223,884241,888022,880907,840571,794189,745850
2023-07-10,684715,643405,614243,595982,596434,602603,642349,715892,805786,870524,891133,898227,899549,915949,899355,915329,926082,944377,955813,952468,931976,880763,827972,778445
2023-07-11,715489,664422,635697,621422,610241,619130,651705,728290,816301,868090,895849,898066,899111,920831,924876,940032,956431,968060,962195,960861,949507,900991,846546,796610
2023-07-12,730127,681385,654189,635156,626238,637382,677387,752287,822671,889440,913725,918140,911907,930414,946099,956239,976848,993895,992013,994112,975912,925808,871585,813877
2023-07-13,745283,696509,658043,637006,628854,638959,676781,751281,832070,902800,924420,922973,938984,963754,964007,959946,965602,970169,966100,972457,959815,913956,855965,805786
2023-07-14,740316,692693,655287,639462,629447,637736,676379,752660,837165,898686,917389,932037,918810,950574,952361,941439,942086,956315,954426,965216,956136,912642,858719,807075
2023-07-15,748907,696269,660865,638028,627396,635903,661361,704676,762972,821716,867891,881244,888119,887418,898410,903334,912253,936857,954702,963263,953835,918737,866615,813872
2023-07-16,750076,698994,665064,642287,632552,632359,654060,688380,738675,799937,836320,842395,859694,854311,860587,843955,864329,901602,913965,918238,917189,883183,834965,780705
2023-07-17,721576,674378,639029,620412,616641,626654,670590,750671,829061,890880,954123,969365,954729,945528,952501,943222,951063,960276,957165,957605,939950,891166,836157,787351
2023-07-18,727951,677642,645964,624122,609778,623651,662423,736139,820510,873592,901266,911629,925571,932893,945272,968054,957731,953627,952635,950592,935336,884621,832995,784504
2023-07-19,718322,667827,633689,611721,603165,610387,646331,703852,779973,837921,854987,847778,835674,857316,872517,865470,883366,884778,892966,903785,894467,853933,810780,763933
2023-07-20,700956,658998,625854,605083,598217,609881,649971,713010,785370,849720,886031,889843,875192,886702,901812,883203,881056,894469,899026,909936,897075,853543,809059,760880
2023-07-21,701408,653660,620504,603248,597120,603979,635288,693152,768970,802720,842065,887617,896125,911233,881554,882279,882405,894906,900204,911723,904159,865715,818866,778359
2023-07-22,715916,671390,642019,615795,607638,613525,627286,662599,724574,773033,800615,820516,824680,834672,845245,830678,832827,860853,884885,893475,886061,848370,810410,770020
2023-07-23,713637,667743,638406,619432,611861,617264,635557,671541,712081,776243,814159,825189,815641,830766,844943,850931,854281,878482,896173,909681,899902,863014,813887,760278
2023-07-24,703302,664645,632528,612385,607099,615939,657851,719485,807548,880362,894119,903045,916882,936687,929663,904689,899298,902944,907536,917123,900581,852610,807122,757349
2023-07-25,697611,651920,622370,605783,600314,608142,643955,705354,798097,843380,849529,885468,890984,885582,909505,888042,891552,909162,923601,931516,924198,879867,828513,779891
2023-07-26,719359,668977,638964,616987,610846,619061,657870,718120,802416,874730,904638,918405,911947,932952,937008,930463,960338,996746,1006080,1010906,991750,940533,876455,809968
2023-07-27,739711,688929,656810,637406,630081,635793,674697,735286,819126,886614,924925,938613,926559,956409,988580,978588,996111,1023314,1022796,1026984,1006310,953066,894972,841857
2023-07-28,767861,714347,676495,655195,645792,653402,684752,748047,841814,910138,960444,973187,981155,1005622,996113,962272,938937,947750,950608,964506,951021,908216,859949,810048
2023-07-29,746935,698900,664166,642565,633447,639233,664679,700357,763126,818314,857488,874579,858695,873801,872476,884432,913590,962207,987226,987840,970962,926548,868904,812584
2023-07-30,745548,693192,655735,632233,623414,628887,651405,682775,724147,768039,798108,810157,815096,839563,852396,878175,908862,956125,969812,977832,970641,929415,870902,809157
2023-07-31,740560,690071,656096,635114,626490,637393,672807,742630,836479,889245,934063,934717,939212,964898,968740,965946,999502,1028930,1036093,1030152,1004691,952875,891262,830009
2023-08-01,760685,713675,676465,651566,638496,648578,686992,746903,839057,919840,958886,957098,955175,979921,989967,1006339,1022219,1054827,1061166,1062528,1039105,982049,916912,849314
2023-08-02,775501,722059,685132,659351,650199,663673,702501,768620,858861,930889,969328,975620,974664,996550,998268,1015106,1051305,1079362,1090239,1088791,1060553,1005197,941294,871763
2023-08-03,796846,744339,703377,680295,669659,677471,711546,781025,874717,950778,990389,999945,1003073,1026495,1033708,1040432,1060197,1094742,1096434,1094674,1071405,1022528,962108,893216
2023-08-04,816019,756382,716728,687815,675285,680790,720656,791243,887375,969862,1008769,1009604,1023253,1038264,1044647,1045408,1066339,1082375,1082344,1081727,1062151,1007106,944225,882887
2023-08-05,813879,756167,715684,689832,676467,679928,708066,754715,817891,879089,922921,936491,933920,928944,943112,960280,982670,1031332,1057755,1052934,1036753,988946,929308,867964
2023-08-06,798168,744790,704769,678761,670009,676895,697299,733513,778501,831816,868671,887026,900168,918916,906744,931885,965786,1013260,1037759,1046605,1038086,989606,924910,862636
2023-08-07,795335,746927,711929,690095,679573,688465,723458,787652,876990,957132,989441,996663,993041,1026030,1026259,1032821,1066021,1091813,1096211,1092270,1075297,1022373,959987,894227
2023-08-08,819212,761722,722444,695778,687397,690318,725695,792772,885522,948971,978102,986099,988493,1003252,994733,1008840,1034623,1067747,1065326,1064571,1046726,995756,931588,868029
2023-08-09,795136,743693,705949,680997,670725,675734,707496,780080,871075,949389,980475,983600,970598,969690,961609,953180,951450,958284,959673,960776,936538,883658,831639,781811
2023-08-10,723215,681746,651540,633525,625634,631332,653205,716904,782688,832688,844947,842285,829444,833957,834982,855276,888503,939570,951580,961275,947008,906290,856064,802435
2023-08-11,737570,683439,644229,625063,619373,634384,670976,729104,801698,856738,890201,906558,900359,916801,927629,936319,971384,1005771,1000510,1000242,972369,918034,859615,805970
2023-08-12,743006,694136,660457,636299,629295,639735,660431,693574,741447,793960,836596,856375,867122,883455,886123,897929,935010,966332,983576,993973,974901,926418,869600,811118
2023-08-13,745194,694944,659109,635694,625850,629384,645188,671738,714493,766931,797017,819172,837410,852306,865576,879927,901578,946980,970310,984435,971351,922736,859818,799074
2023-08-14,730995,681162,651316,631578,622441,635736,668527,727407,803676,868493,911442,933174,943296,958414,948760,954748,981244,1015501,1017667,1014820,985671,931023,874292,818506
2023-08-15,754494,705578,669569,647441,637240,646255,667982,703537,750160,814197,849225,859748,855686,851282,858738,873138,910475,958948,977868,993092,976145,924994,865178,807629
2023-08-16,743377,693688,659505,640805,635679,646760,684393,752160,853566,921743,938017,915548,916006,945351,960798,980098,1002552,1028142,1037325,1036999,1007624,946290,885379,827795
2023-08-17,756936,708117,674312,648890,640222,649545,684032,743684,827563,901388,948011,975439,982222,1011686,1004377,966102,967557,987071,997009,999909,970934,914045,858137,802173
2023-08-18,736184,686516,654563,632916,628780,640253,679507,746095,828210,891404,935598,936600,932292,967801,981721,970799,987637,1014606,1007391,1012016,986252,934246,877844,826817
2023-08-19,768045,717425,677300,653660,643291,652232,678024,719183,777529,829461,864344,881607,886009,906935,922643,921351,939105,972588,991800,999149,977013,926285,868638,814937
2023-08-20,749507,700170,664443,641981,630768,637559,655826,669942,727168,780480,817341,835050,854360,872992,882569,894475,926222,967986,991662,1004592,987886,933316,858978,804749
2023-08-21,738638,692235,660045,640630,634416,650948,693254,766980,860128,930721,962349,976437,983422,1012945,1016018,1028232,1048702,1065903,1060320,1060907,1025832,965265,899037,852964
