날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-04-01,720.711,690.301,670.386,663.605,667.734,682.269,708.508,667.352,617.87,597.451,577.11,564.849,545.983,558.901,563.236,578.78,617.004,667.8,728.341,805.237,819.32,811.545,793.193,763.039
2024-04-02,709.763,670.539,649.518,627.991,618.201,628.515,656.501,676.913,685.929,696.213,697.799,689.418,676.546,706.123,716.473,740.468,771.365,784.352,787.469,797.451,780.649,751.362,730.794,703.806
2024-04-03,650.175,616.703,593.682,578.415,590.68,608.402,632.192,681.993,729.439,771.348,734.056,718.513,720.489,746.595,730.823,710.308,713.965,731.292,752.797,773.795,765.806,750.222,736.659,714.506
2024-04-04,669.152,637.872,617.979,604.064,604.189,622.193,651.588,685.232,698.12,710.36,720.376,720.933,718.016,730.317,721.947,724.128,747.563,785.912,804.015,817.774,802.169,775.77,754.872,734.167
2024-04-05,686.584,658.057,649.629,638.794,634.174,655.346,688.157,679.687,656.453,651.678,648.678,617.632,586.757,614.865,604.534,609.486,637.197,672.954,732.188,811.615,823.787,813.885,799.799,773.808
2024-04-06,723.468,691.631,664.356,658.999,661.163,671.795,681.147,619.096,594.787,617.775,640.235,610.206,620.792,628.638,590.356,602.198,600.381,648.811,692.643,761.197,796.307,794.458,784.273,772.631
2024-04-07,729.213,693.356,669.27,654.517,664.526,682.393,681.052,596.001,539.286,521.22,523.105,514.548,529.079,539.202,524.998,554.428,565.561,630.11,688.354,762.128,778.844,761.53,752.962,718.134
2024-04-08,659.738,627.641,604.52,592.462,594.194,608.96,630.543,656.334,667.835,693.552,693.602,684.817,685.718,699.657,701.84,727.738,762.602,782.954,805.928,822.227,803.562,776.577,749.19,731.414
2024-04-09,711.284,688.009,672.08,660.28,665.763,682.984,699.554,654.378,618.985,604.916,592.431,598.816,584.182,608.142,611.982,611.169,634.592,674.911,727.297,783.266,780.988,761.987,743.868,725.049
2024-04-10,681.718,651.503,636.804,627.338,627.354,650.151,648.875,581.569,560.986,555.28,539.277,523.906,506.047,511.996,521.047,536.476,574.649,632.384,698.389,781.788,796.691,783.673,767.033,729.749
2024-04-11,683.025,651.905,626.213,607.323,600.051,610.419,634.016,677.415,734.256,737.009,694.323,683.733,647.602,674.713,683.879,685.66,698.3,712.375,741.335,780.725,776.866,760.253,748.91,736.692
2024-04-12,694.857,669.499,654.306,643.442,640.033,649.5,667.481,634.701,619.119,610.727,593.677,595.931,574.716,606.176,632.317,646.528,676.837,686.983,714.253,751.17,749.245,731.481,718.214,702.925
2024-04-13,661.033,628.343,604.92,592.821,593.203,611.025,615.507,586.082,561.854,550.31,542.087,533.613,517.191,515.591,527.635,548.396,588.804,641.983,685.969,744.183,764.496,757.435,750.076,731.082
2024-04-14,689.921,662.817,643.738,627.231,626.533,631.001,609.125,573.224,532.693,529.919,528.945,537.716,545.979,574.204,591.534,602.7,634.507,670.179,698.325,721.031,716.844,690.978,674.362,647.902
2024-04-15,605.326,581.287,570.807,562.844,571.672,582.038,607.966,656.717,679.365,678.759,669.425,673.719,644.961,657.482,656.945,639.725,654.495,678.818,709.355,743.366,739.318,722.459,705.07,680.026
2024-04-16,637.802,605.2,586.408,579.302,584.481,607.344,622.704,625.191,642.172,629.228,604.916,560.362,545.066,564.763,578.412,603.168,637.295,671.791,707.446,761.454,776.615,766.963,754.354,731.038
2024-04-17,689.35,660.174,644.218,638.64,643.126,663.763,673.655,631.653,627.688,640.453,638.117,635.727,630.595,650.94,651.354,652.648,685.708,706.233,737.938,780.887,779.796,765.01,752.995,731.745
2024-04-18,687.06,652.271,641.51,643.396,650.994,681.293,681.635,623.81,596.973,586.978,573.94,557.126,541.01,554.907,565.407,587.88,625.079,668.518,708.918,772.397,795.958,787.438,774.172,750.617
2024-04-19,708.449,677.026,655.688,647.37,650.703,667.143,667.203,617.221,606.625,601.707,611.597,592.09,592.611,580.303,612.999,628.141,646.2,669.963,702.166,753.22,761.507,740.247,720.093,694.486
2024-04-20,647.412,613.752,589.769,572.833,566.299,575.966,599.28,634.908,679.957,712.218,691.16,678.352,666.751,657.272,643.137,626.611,646.47,675.781,698.708,735.716,748.002,730.646,711.71,690.994
2024-04-21,652.463,625.644,600.25,588.361,587.517,598.475,612.727,633.392,647.07,621.992,628.247,637.256,630.036,623.702,624.42,629.652,639.838,670.422,705.266,735.645,732.258,718.812,698.575,673.296
2024-04-22,630.027,600.1,582.276,572.772,573.484,587.49,617.121,660.376,701.286,686.193,695.878,689.267,682.716,698.105,673.979,675.458,705.873,725.512,750.866,777.77,765.125,743.82,723.706,697.206
2024-04-23,649.928,616.936,598.962,586.444,588.159,603.302,632.504,658.754,673.86,671.153,676.292,666.629,643.794,672.949,689.532,725.568,762.342,779.61,777.713,792.164,776.115,748.947,725.774,699.639
2024-04-24,653.503,621.329,600.036,595.027,597.914,617.106,629.204,615.121,610.857,585.042,569.358,558.102,556.508,577.91,599.161,611.151,628.74,665.057,704.733,774.73,796.034,791.138,779.08,753.387
2024-04-25,708.685,680.629,661.243,651.68,657.139,670.785,666.3,609.814,594.448,588.241,581.224,550.936,540.149,553.054,560.099,579.448,616.898,664.13,702.055,762.269,785.956,767.733,753.396,725.17
2024-04-26,670.172,632.049,612.925,599.382,600.122,613.574,636.1,683.366,711.19,683.726,659.025,632.438,633.881,641.166,596.652,598.745,628.759,661.959,694.233,741.61,744.866,725.291,703.751,680.606
2024-04-27,633.616,602.237,579.316,565.146,567.414,583.615,595.503,555.977,547.451,533.905,525.887,520.146,514.523,514.861,523.263,542.228,579.513,629.843,667.618,714.81,738.873,737.388,726.536,708.5
2024-04-28,670.831,643.43,622.963,614.426,612.584,622.35,599.849,551.033,535.717,535.175,526.852,509.922,509.774,532.629,541.331,561.244,603.504,657.545,683.041,702.278,700.081,680.984,661.303,639.827
2024-04-29,597.37,569.328,555.174,547.371,550.43,561.388,593.489,644.38,690.399,706.896,686.123,693.098,694.045,713.348,713.245,706.444,717.496,736.347,742.97,762.42,750.407,726.045,706.915,680.221
2024-04-30,632.538,602.027,581.913,568.738,569.42,583.38,605.515,622.054,646.158,627.847,620.046,570.184,567.429,595.87,633.46,629.547,669.946,689.955,713.636,735.441,732.499,711.792,695.616,675.407
2024-05-01,631.127,597.149,579.983,573.067,570.464,579.117,594.041,595.121,610.701,629.655,653.8,645.531,633.784,629.377,614.635,586.389,599.727,636.822,676.969,739.222,760.511,748.904,736.793,714.566
2024-05-02,671.951,643.245,622.279,610.105,615.152,626.727,626.51,604.734,591.87,575.768,563.644,553.416,537.052,548.592,575.26,601.32,659.903,684.796,700.457,754.033,775.717,755.787,749.47,722.496
2024-05-03,674.215,632.236,612.816,616.192,628.14,639.558,635.327,599.351,593.658,580.571,567.812,555.706,545.917,555.804,567.257,585.379,615.962,658.433,694.226,754.638,774.436,758.67,741.261,716.493
2024-05-04,663.558,622.49,586.161,561.906,558.558,569.715,574.309,560.472,562.107,555.855,569.02,557.583,579.184,593.388,611.403,616.326,644.745,669.667,690.909,713.076,707.444,689.672,673.359,646.314
2024-05-05,602.369,573.222,552.462,543.25,540.875,552.537,567.868,594.948,629.48,647.855,658.862,656.865,660.323,664.8,662.689,664.453,685.643,707.28,716.61,724.005,718.461,694.398,674.261,644.695
2024-05-06,604.952,573.261,565.918,548.856,552.058,569.43,564.107,544.19,543.086,571.254,565.785,547.576,524.033,528.459,548.325,580.689,605.684,642.775,675.272,719.185,728.144,711.486,690.867,665.807
2024-05-07,623.069,598.598,590.517,583.875,587.802,601.067,599.217,573.734,579.892,579.813,567.02,554.879,543.251,563.028,571.332,585.191,621.085,658.651,690.282,737.424,747.851,735.994,721.132,695.142
2024-05-08,650.677,620.051,591.887,581.678,576.487,583.837,601.124,632.701,689.565,688.595,687.143,649.623,630.734,651.438,672.755,636.352,620.924,652.133,684.133,739.082,760.35,745.159,725.345,703.802
2024-05-09,672.181,647.485,630.875,619.65,621.725,636.404,626.411,582.525,580.259,571.387,558.707,553.66,538.126,550.164,554.887,571.97,608.555,652.176,686.55,735.672,762.792,751.632,736.884,713.544
2024-05-10,672.627,646.455,627.98,617.926,617.912,632.656,623.057,579.396,577.135,567.469,557.672,549.738,534,546.781,556.01,574.521,607.953,653.619,683.516,723.758,735.736,719.679,706.83,682.764
2024-05-11,640.786,600.671,575.984,555.937,560.584,563.883,554.616,549.623,552.514,597.928,592.105,596.195,588.362,620.726,643.376,651.283,671.249,700.669,713.361,724.927,716.797,694.987,678.441,653.415
2024-05-12,611.19,578.607,559.612,546.334,543.711,547.631,556.92,570.946,586.367,586.142,588.958,578.858,588.806,604.021,607.209,605.463,617.115,627.552,650.627,698.265,717.357,712.066,700.44,679.019
2024-05-13,640.79,612.895,591.998,583.964,585.081,597.769,589.968,568.695,572.231,568.306,557.575,547.927,547.7,545.925,553.906,578.436,614.672,655.036,684.376,726.961,746.798,736.384,720.913,696.833
2024-05-14,656.757,628.2,608.731,599.319,602.251,613.461,604.013,576.04,579.114,576.863,565.389,551.992,534.534,549.469,560.746,583.611,618.321,658.369,683.135,718.733,736.931,725.414,715.223,694.005
2024-05-15,653.615,626.35,610.284,601.631,605.708,613.109,590.474,535.752,519.967,511.324,510.678,502.149,498.266,501.733,523.53,590.818,638.673,670.812,679.028,732.524,745.295,726.263,709.854,686.525
2024-05-16,646.494,617.367,598.284,588.074,590.671,602.303,596.228,572.499,574.296,571.444,555.485,540.869,526.093,541.277,550.829,566.729,619.687,655.759,691.058,733.355,748.994,731.144,708.247,682.826
2024-05-17,641.679,613.271,594.571,585.502,588.968,600.716,588.47,572.818,577.781,578.31,575.66,560.874,548.481,564.113,570.165,592.234,626.788,665.103,694.874,722.374,734.552,717.707,700.928,674.651
2024-05-18,632.46,599.827,581.069,570.039,572.162,579.224,566.352,544.701,545.564,540.394,531.321,526.419,522.075,521.976,531.134,553.502,592.55,644.348,680.946,709.812,722.393,714.314,700.225,678.569
2024-05-19,644.76,615.966,595.978,584.289,584.34,591.83,570.072,526.486,510.213,502.947,501.92,500.256,500.495,504.353,513.738,535.76,576.583,631.278,670.143,704.837,723.035,709.909,692.004,664.977
2024-05-20,621.003,596.101,569.552,558.906,563.979,577.599,578.776,569.431,588.169,607.727,608.708,583.192,586.504,609.667,636.561,647.836,644.899,682.004,710.757,733.71,735.672,714.155,692.633,665.507
2024-05-21,624.619,595.386,579.05,568.493,567.243,576.537,577.641,579.434,594.987,602.306,609.274,601.123,600.134,626.647,636.363,641.014,660.231,694.657,709.614,733.602,735.168,706.854,678.287,646.121
2024-05-22,603.877,577.138,558.447,544.918,542.232,554.566,583.28,622.697,638.209,635.302,639.549,636.253,633.044,657.593,655.6,648.544,669.799,700.832,710.357,734.635,734.891,708.221,684.377,655.965
2024-05-23,614.736,577.922,553.735,541.604,541.151,550.771,568.488,600.823,614.033,613.664,622.495,623.018,607.549,619.829,629.703,640.832,665.468,697.676,719.954,738.061,737.456,711.912,685.867,658.17
2024-05-24,611.221,580.293,560.455,549.068,550.205,557.004,566.699,588.287,612.797,610.64,608.752,599.823,590.735,605.237,615.282,633.942,662.291,695.926,711.549,732.138,735.836,714.683,688.545,656.227
2024-05-25,612.108,576.319,554.014,540.871,538.915,545.194,554.749,556.372,556.833,564.54,565.124,554.142,548.915,552.046,557.579,572.883,609.235,650.98,682.935,707.061,711.916,693.209,673.336,645.852
2024-05-26,604.86,569.353,551.957,540.019,537.128,535.553,545.814,546.207,547.725,590.823,627.374,629.78,662.615,669.278,685.443,680.426,680.038,694.232,713.146,730.623,723.569,698.166,670.414,633.971
2024-05-27,591.782,559.603,540.143,528.485,527.491,532.872,552.785,581.799,626.058,655.533,639.942,598.224,631.774,640.698,686.716,687.888,696.893,704.103,709.664,724.526,722.436,695.078,674.297,641.974
2024-05-28,594.657,564.651,544.604,535.588,538.906,549.41,576.28,575.931,582.018,587.897,613.512,566.66,560.418,578.577,589.716,609.672,639.099,675.665,703.224,728.478,734.421,716.353,694.377,663.393
2024-05-29,622.165,592.222,572.198,560.861,560.501,567.602,576.021,582.526,595.611,597.07,595.244,595.547,580.4,612.298,618.487,617.013,653.107,688.518,714.897,737.291,743.581,722.117,699.37,666.937
2024-05-30,623.428,592.888,569.914,559.724,554.242,557.3,574.834,599.006,647.031,641.14,609.379,589.208,595.406,669.216,642.261,669.78,700.339,720.125,721.577,738.503,731.158,703.589,679.386,648.583
2024-05-31,602.835,569.661,551.24,538.764,539.715,551.089,582.095,626.031,661.319,679.924,701.194,663.847,640.376,632.525,640.549,630.222,644.292,680.417,692.62,709.557,718.488,702.623,684.304,654.877
2024-06-01,615.135,580.99,562.764,547.27,545.871,549.889,553.808,559.341,594.895,610.29,562.09,547.248,528.646,542.556,553.384,552.761,585.405,634.827,667.37,693.281,702.81,686.274,670.616,643.278
2024-06-02,601.988,565.91,552.237,539.818,537.073,541.401,546.35,547.025,549.788,539.982,527.529,510.8,524.967,537.309,550.975,580.204,581.663,629.018,658.075,688.035,701.892,681.356,659.277,626.205
2024-06-03,582.503,552.952,535.614,524.116,525.23,538.177,552.452,572.953,595.666,604.313,602.059,602.181,622.456,628.435,640.805,655.139,681.356,707.03,715.948,735.984,732.592,704.893,678.599,646.525
2024-06-04,604.134,574.127,554.991,541.32,533.409,544.476,562.377,584.194,611.297,621.435,617.204,605.59,586.978,589.255,601.988,632.227,653.802,686.931,706.962,730.424,736.333,714.027,692.497,657.949
2024-06-05,613.307,578.402,555.707,544.883,543.06,551.064,559.951,587.839,616.546,642.233,638.276,632.657,620.381,678.256,685.049,684.463,661.093,691.844,708.838,722.123,717.219,693.372,676.648,644.658
2024-06-06,599.743,566.774,546.226,532.215,530.073,534.923,553.702,574.441,595.115,606.563,633.983,652.352,635.58,634.231,636.305,645.404,658.048,678.215,698.019,711.478,711.168,689.202,668.695,636.757
2024-06-07,593.116,558.851,538.818,527.304,526.007,534.934,557.153,592.354,644.023,648.29,662.076,654.297,650.719,651.435,670.355,690.535,704.795,705.267,717.696,735.389,738.05,710.494,684.587,652.686
2024-06-08,607.207,573.019,547.073,534.539,533.651,537.551,562.986,596.096,629.644,660.768,670.592,673.866,664.335,669.881,668.808,656.774,664.875,689.383,708.572,731.702,728.105,700.781,676.636,645.89
2024-06-09,599.552,567.731,544.318,529.177,528.747,537.499,552.391,569.095,593.947,619.574,650.221,639.358,632.729,606.276,559.288,567.787,604.921,656.082,691.624,712.402,718.224,698.82,672.212,639.449
2024-06-10,594.971,563.836,543.49,529.901,530.218,538.704,555.092,594.923,612.178,632.33,649.168,626.223,614.889,635.978,642.849,658.388,659.294,722.16,745.491,758.887,758.61,727.263,700.971,661.962
2024-06-11,616.985,584.372,561.658,545.621,542.968,551.753,571.213,602.117,636.881,652.185,667.745,667.121,646.792,648.128,685.892,701.404,713.157,729.549,739.418,759.12,760.558,728.848,698.986,662.033
2024-06-12,614.929,578.262,556.749,542.286,540.281,550.376,573.599,601.408,639.854,662.978,674.478,686.687,712.971,744.543,743.415,693.739,712.854,748.937,772.648,790.085,782.759,748.459,712.573,673.716
2024-06-13,624.164,588.191,568.846,553.746,548.982,558.096,588.111,617.743,646.771,670.665,684.373,681.227,676.213,698.162,713.138,726.239,740.298,779.124,803.643,812.617,801.068,764.134,727.649,684.752
2024-06-14,633.679,597.363,574.58,558.081,554.195,563.654,591.951,634.557,682.762,702.912,728.869,731.323,722.498,757.775,780.517,790.004,795.081,808.765,805.919,817.978,810.519,774.914,736.019,697.09
2024-06-15,643.861,608.082,579.821,561.29,553.922,561.881,583.275,604.4,631.349,669.626,690.139,693.795,703.653,704.362,707.342,709.909,744.595,774.605,802.609,805.696,801.896,767.731,736.306,695.999
2024-06-16,643.777,609.238,582.964,565.523,561.079,566.471,583.394,595.509,604.711,628.599,636.53,648.882,645.42,639.622,641.013,665.546,706.433,741.035,767.759,781.516,779.106,746.877,711.643,667.868
2024-06-17,617.952,581.447,558.814,546.156,544.557,555.26,596.382,649.01,716.123,777.086,776.848,748.957,763.264,783.855,766.508,743.122,726.841,742.679,735.665,760.17,761.287,728.563,697.741,663.02
2024-06-18,616.36,580.854,559.754,545.709,541.401,549.159,573.091,601.575,633.218,653.664,657.422,654.06,648.293,671.949,688.309,711.364,741.472,777.837,796.275,802.016,794.534,757.502,721.197,682.905
2024-06-19,635.308,597.356,572.146,555.334,552.62,562.182,586.469,623.002,660.139,691.237,711.156,720.694,748.39,790.611,784.591,772.712,761.196,779.334,787.928,794.71,785.305,747.881,711.886,672.386
2024-06-20,627.105,590.108,565.747,550.939,544.715,549.294,590.264,648.705,720.686,775.549,795.334,807.914,800.548,811.677,802.338,795.793,789.823,793.536,787.631,783.649,776.338,737.483,707.218,668.988
2024-06-21,619.922,586.329,562.648,549.116,547.106,553.089,589.065,650.2,715.969,725.112,745.648,756.158,767.028,795.129,795.867,795.304,791.847,806.957,817.481,828.524,821.612,784.577,751.453,711.7
2024-06-22,663.031,622.956,591.43,572.191,564.044,566.053,593.251,629.595,680.99,730.581,772.729,792.323,795.185,775.358,782.279,785.44,791.975,804.322,811.027,815.339,810.414,778.542,740.961,708.05
2024-06-23,658.14,623.204,595.548,576.306,569.821,573.674,598.483,636.024,666.166,681.85,689.702,696.151,704.29,719.347,733.563,724.691,727.937,752.962,775.272,792.82,789.473,757.628,723.934,682.993
2024-06-24,636.342,601.211,580.011,563.142,559.121,567.046,596.385,658.556,736.388,771.872,779.866,769.728,763.777,770.993,776.089,817.384,828.962,823.561,823.606,835.022,827.013,791.038,753.905,713.578
2024-06-25,660.143,619.57,591.36,572.323,568.999,578.159,611.236,665.95,727.456,765.663,786.28,793.302,776.25,787.762,788.107,774.553,758.085,767.638,770.145,777.585,769.676,738.388,711.881,674.824
2024-06-26,629.916,593.098,568.239,551.599,546.076,550.976,575.276,630.422,694.402,736.928,737.42,713.964,707.81,742.895,708.845,716.051,740.624,757.861,766.532,775.617,768.683,737.321,708.82,676.228
2024-06-27,626.992,592.925,569.738,553.594,548.981,556.308,592.898,651.928,715.759,767.614,791.341,805.643,810.576,815.008,801.261,793.337,790.217,797.624,795.106,799.047,786.293,744.711,710.358,673.721
2024-06-28,629.044,594.28,570.097,556.242,554.496,561.003,594.553,645.864,701.822,752.043,774.764,775.923,788.574,804.114,769.775,781.854,796.899,805.989,803.323,811.517,804.761,770.384,742.762,706.497
2024-06-29,653.896,615.304,588.664,571.725,568.032,571.59,591.498,632.47,682.8,723.472,763.266,780.907,784.426,788.589,783.08,779.999,789.847,806.925,811.801,820.301,812.697,777.183,744.918,708.157
2024-06-30,661.324,626.184,599.574,581.719,578.541,578.915,603.531,642.434,677.766,725.963,770.233,780.871,781.37,780.721,777.652,764.553,771.561,794.564,807.397,814.252,804.733,771.398,734.516,691.893
