날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-07-01,642.687,607.897,584.209,569.436,564.657,568.947,600.074,665.504,742.965,810.446,837.058,819.666,812.098,868.769,868.741,853.505,844.671,848.619,853.517,856.611,845.28,799.642,763.046,719.534
2024-07-02,666.777,627.991,600.005,586.356,583.119,594.02,635.655,699.49,779.698,832.679,859.415,868.028,876.462,897.912,907.02,913.031,918.432,927.469,926.13,935.196,917.02,870.082,822.846,771.153
2024-07-03,707.045,664.71,634.374,614.758,610.392,613.964,655.246,722.107,803.956,865.135,875.022,885.528,884.259,887.267,888.251,894.653,913.144,941.253,951.429,952.805,931.761,884.994,832.875,776.477
2024-07-04,712.691,663.91,631.9,612.109,605.85,614.402,651.795,715.191,786.542,834.827,857.91,860.675,863.803,887.394,896.261,896.425,919.348,958.301,969.898,967.362,950.503,901.595,848.828,788.856
2024-07-05,724.087,681.058,644.336,627.249,620.283,632.106,674.141,735.673,813.591,879.796,898.214,894.875,884.168,907.869,923.781,942.165,971.624,999.785,1002.957,992.489,967.367,915.124,863.996,806.3
2024-07-06,742.59,693.657,656.596,632.615,622.567,627.903,650.364,682.518,736.465,778.039,818.044,837.174,837.264,854.806,871.416,879.778,898.807,929.702,949.813,955.011,942.682,905.173,855.41,810.213
2024-07-07,749.904,702.488,669.889,644.666,635.134,639.237,660.672,702.326,741.331,793.413,826.089,838.812,845.806,871.627,885.19,894.216,910.518,934.838,949.862,958.844,943.851,899.781,846.934,788.424
2024-07-08,728.461,681.934,651.266,631.586,622.901,630.505,670.895,743.199,832.624,908.185,948,963.734,972.492,981.6,979.423,988.836,1010.674,1022.547,1015.494,1016.789,994.28,940.224,878.326,826.567
2024-07-09,756.18,707.697,673.229,653.727,642.347,650.413,692.431,758.56,840.522,904.165,938.479,959.924,953.726,972.647,973.363,969.133,981.156,992.297,983.581,990.609,981.659,925.629,872.068,813.601
2024-07-10,750.394,703.693,673.099,652.222,648.573,655.932,695.779,784.142,880.822,933.716,951.843,946.174,957.138,966.368,949.731,930.371,914.054,917.318,918.353,926.668,905.638,851.993,800.413,747.509
2024-07-11,688.241,646.534,619.532,602.106,597.633,606.258,643.728,701.281,785.063,850.562,870.075,877.36,869.39,871.411,863.116,859.161,854.819,860.146,856.319,859.521,847.225,806.856,766.45,722.157
2024-07-12,668.101,625.892,599.512,584.388,581.127,590.627,620.332,668.845,720.478,757.924,790.856,841.635,847.039,847.109,836.419,832.003,837.66,845.814,850.907,856.081,849.325,809.884,777.466,736.984
2024-07-13,681.184,640.496,609.806,592.35,586.547,588.368,609.046,654.599,710.053,754.285,800.209,824.117,829.706,812.428,795.081,819.089,827.201,839.277,841.847,845.959,840.049,800.804,768.643,728.673
2024-07-14,677.231,638.206,611.396,594.561,590.052,594.116,619.32,652.952,696.778,753.795,786.434,788.127,786.173,799.233,790.852,783.777,803.95,824.641,843.123,855.125,847.746,812.911,772.937,727.087
